passo,gamma_t,c_total,sd_total,c_inter,sd_inter,c_intra
0,0,0,0,0,0,0
10,1,0.50277816598533343,0.0028317725273556311,1.4804842516717888e-06,1.4071484395476857e-08,0.50277668550108179
20,2,0.74394724406256874,0.0095160117349944659,2.9438417279955051e-05,6.2659448034480091e-07,0.74391780564528875
30,3,0.85038008842432466,0.0082257050406762088,0.00014106844113229977,3.6205224225247849e-06,0.8502390199831924
40,4,0.84152928086083145,0.011822927527907421,0.00031705307333823672,1.4860595450382559e-05,0.84121222778749316
50,5,0.78863391578198883,0.0069357545793957646,0.0005160311276389398,2.2060485446430421e-05,0.78811788465434984
60,6,0.77497342402007474,0.014524703377343823,0.00078043463231301465,4.8468386938683274e-05,0.77419298938776171
70,7,0.73507950742852723,0.013792484107851262,0.00098655959525410916,6.2752444156527351e-05,0.73409294783327317
80,8,0.69830729492455579,0.0045153194958216531,0.0012008870451118421,7.6254298265115397e-05,0.697106407879444
90,9,0.66033069297752411,0.010872948291341503,0.0013118890822538557,9.098808281782896e-05,0.65901880389527023
100,10,0.61570646671165608,0.0099724031097782051,0.0015264703326111212,9.8045866895823369e-05,0.61417999637904497
110,11,0.60496671458549955,0.012020815697705075,0.0018696417281052946,0.0002100200410318676,0.60309707285739422
120,12,0.54232304499881145,0.011383434741781944,0.0020196113982895139,0.00022722364073090456,0.54030343360052191
130,13,0.53464289109207719,0.0063952252751911303,0.0024418467939571861,0.00022345884210148989,0.53220104429811999
140,14,0.53300656368951327,0.0078188726646639308,0.0031750397783676795,0.00024256944132850774,0.52983152391114563
150,15,0.48448308195367185,0.01174438015890563,0.0030853716548956342,0.00028915386637359748,0.4813977102987762
160,16,0.47500835372930983,0.0072375284567916098,0.0030422459044883322,0.00044680176696425879,0.47196610782482151
170,17,0.47819883925661744,0.010091601882975934,0.0037632364993879647,0.0003673510794302628,0.47443560275722946
180,18,0.45977366829232014,0.006171041206496833,0.0045225357961978163,0.00044901701047607857,0.45525113249612231
190,19,0.43567475835960556,0.0079719621840095133,0.0048221052758352072,0.00043243605379408276,0.43085265308377035
200,20,0.42783533013321057,0.0067142432843713762,0.0061797408231016957,0.00058149614658508666,0.42165558931010888
210,21,0.42358487546957974,0.0073027061612704084,0.0062191179172103091,0.00048876399606771932,0.41736575755236943
220,22,0.40762191717987017,0.0055250220015366554,0.0068570764020350001,0.0003574315880880545,0.4007648407778352
230,23,0.40434225870588802,0.0068686153400065097,0.0072864495124051343,0.00053544581818692452,0.39705580919348288
240,24,0.39335527144999349,0.008039779199055826,0.0067520705862617733,0.00059541535786913067,0.38660320086373173
250,25,0.38306294916036787,0.0079162415744192631,0.0071765892538189638,0.00061243904885451787,0.37588635990654889
260,26,0.36277595600686457,0.0062674321723516432,0.00733092788170103,0.0007272610069088912,0.35544502812516354
270,27,0.35638595271836859,0.010211661009489292,0.0092091402340503722,0.0012842277985991597,0.3471768124843182
280,28,0.3528831478743496,0.0088400803734914601,0.0097346043074778739,0.0012110323068376355,0.34314854356687174
290,29,0.35138250484581707,0.0067978429118314638,0.010637234751577376,0.0012522293444742266,0.34074527009423972
300,30,0.35018100905236377,0.010787663879710616,0.011564259478552706,0.0011808855137616504,0.33861674957381105
310,31,0.34078810542742854,0.011021260511546825,0.0095777540834002493,0.0011923643751153101,0.33121035134402832
320,32,0.35040579713927372,0.0091359218150214583,0.011587090948023888,0.0017980871068865056,0.33881870619124982
330,33,0.3498515861238311,0.012094796305802923,0.011559536057689366,0.0021761640641026797,0.33829205006614171
340,34,0.32584193496988295,0.016490701060091168,0.012079794854556127,0.0023242333280194729,0.31376214011532683
350,35,0.33282965189465658,0.009699683456779221,0.013098496162606645,0.0018930854128070686,0.31973115573204991
360,36,0.31886326690016392,0.0081500820290992919,0.011573515873939906,0.001415749522574006,0.30728975102622402
370,37,0.32291265823003545,0.0094887850701292509,0.012768984368200183,0.0012792388842674009,0.31014367386183528
380,38,0.30372071235195097,0.0073899250673180933,0.011937371837574692,0.0014863577441715616,0.29178334051437627
390,39,0.30836816632587927,0.0091005869786076714,0.011562902539322217,0.0016419623489572226,0.29680526378655703
400,40,0.29929300135394538,0.0068707516898112641,0.012895989198581559,0.00092417430097294377,0.28639701215536384
