passo,gamma_t,c_total,sd_total,c_inter,sd_inter,c_intra
0,0,0,0,0,0,0
10,1,0.84534464796979003,0.00054384334994385906,3.547744048881232e-06,3.8238671549653905e-09,0.84534110022574116
20,2,2.0769908184266277,0.0045347145062561139,0.00016626036060138474,5.0004151171030425e-07,2.0768245580660265
30,3,3.7105366906569479,0.0083181076949258859,0.0017181099646605361,5.9236358248113422e-06,3.7088185806922875
40,4,5.6890019857626335,0.010978773374797529,0.0092147271829872805,2.7407638876335732e-05,5.6797872585796458
50,5,7.9227751445295462,0.016345511777225409,0.033847669545833015,0.00010724304258095107,7.8889274749837135
60,6,10.207178662373458,0.019906647892443907,0.095926199244053573,0.00025686609667242231,10.111252463129405
70,7,12.377611961649656,0.02878635438954304,0.22533504321538239,0.00059243761491508892,12.152276918434273
80,8,14.169458762921664,0.049437155070030353,0.45505458513504587,0.0016614447044878409,13.714404177786617
90,9,15.503931789914326,0.054117378439158724,0.81816886677317135,0.0030266177770849616,14.685762923141155
100,10,16.334751727971664,0.061701164910272235,1.4041906170285803,0.0053535534464670504,14.930561110943083
110,11,17.047372404357503,0.073386191515983551,2.2979642120157098,0.010234369422697908,14.749408192341793
120,12,19.444428164284712,0.082491063731668562,3.6182830245820314,0.01496268884044437,15.826145139702682
130,13,22.167602091613784,0.088026844754579545,5.2690141233706562,0.020316391153252948,16.898587968243127
140,14,23.273877592229539,0.10790719230423657,6.8950401369813372,0.032114509393226728,16.378837455248203
150,15,23.967957189510436,0.12073957934903896,8.7178169550132623,0.042389302319264389,15.250140234497174
160,16,27.426624903056826,0.12765501298162757,11.380669122041066,0.050191344277506066,16.04595578101576
170,17,30.075011854635306,0.15406091739883371,13.631150210432255,0.070007593924715075,16.443861644203054
180,18,30.534674224147253,0.14167432310144706,14.797833539702474,0.070211134207005949,15.736840684444779
190,19,29.61703497244044,0.13295194749453715,14.938765357913965,0.073722830463239394,14.678269614526474
200,20,33.475874203330655,0.21017664028466251,16.981072241311754,0.11328783233360813,16.494801962018901
210,21,36.126961198312848,0.26016698730316284,17.954355654371046,0.1366741618686633,18.172605543941803
220,22,35.944439938516602,0.27908008326423311,17.088015030458266,0.13756083473016792,18.856424908058337
230,23,36.351726596189032,0.2638070928802993,16.290135463173343,0.11795779267998636,20.061591133015689
240,24,39.513797346125187,0.26470517898320389,17.336321913488721,0.11686289936748968,22.177475432636466
250,25,40.991785986591026,0.27168505506332674,17.411750680963998,0.1203214041180833,23.580035305627028
260,26,40.590001800687133,0.24018811463425474,17.224856190457004,0.10924250434344179,23.36514561023013
270,27,42.979054215545311,0.26912486316240819,19.56269237365607,0.12900701852886037,23.416361841889241
280,28,43.321840304217268,0.28409616933034332,21.269269584370491,0.14699719003036255,22.052570719846777
290,29,42.858731004567659,0.27827646280319385,22.16553573548612,0.15333076659395034,20.693195269081539
300,30,45.364663101220849,0.26550306228165749,24.823964200106982,0.15723022112606538,20.540698901113867
310,31,48.410048439455942,0.3012774973318042,27.537946488014086,0.18397234620834299,20.872101951441856
320,32,47.373802477750637,0.31554167972533081,27.769514423934304,0.20034266308503482,19.604288053816333
330,33,45.766693663057005,0.28055398675223076,27.346947598366011,0.18286628272169764,18.419746064690994
340,34,48.78633387108178,0.33615422976998338,29.549428859139898,0.21850431292471112,19.236905011941882
350,35,50.135980169036237,0.35135296778982389,30.550679934253342,0.22898687087777544,19.585300234782896
360,36,48.612565971798389,0.3045953369250855,29.590525442305829,0.2014257797846575,19.022040529492561
370,37,49.570816005250784,0.32341113923772541,30.028169898365917,0.21250037446989428,19.542646106884867
380,38,52.123356877725399,0.35573262013025947,31.714568145194409,0.22816001205238245,20.40878873253099
390,39,50.806333284216336,0.39058315676208055,30.923240383195939,0.2523787553339269,19.883092901020397
400,40,49.745130149043206,0.35014608634048405,30.570076603811394,0.22930039279949091,19.175053545231812
