passo,gamma_t,c_total,sd_total,c_inter,sd_inter,c_intra
0,0,0,0,0,0,0
10,1,0.83008166238395487,0.0016131206572066255,3.4445353526575133e-06,1.1323130698769101e-08,0.83007821784860225
20,2,2.0001166233788172,0.0027770721022990059,0.0001571643062515764,4.5075701870291831e-07,1.9999594590725656
30,3,3.4886541344893374,0.01052439937699113,0.0015746655431545264,6.5464762935558901e-06,3.4870794689461828
40,4,5.227487837701255,0.018240670065980007,0.008203293514836724,3.7401724335057161e-05,5.2192845441864186
50,5,7.0830653400454722,0.025438069892149459,0.029170140867527686,0.00012238500025321311,7.0538951991779442
60,6,8.9116711068121184,0.041266919611125559,0.080391453397335139,0.00036841777617257934,8.8312796534147839
70,7,10.517578378302652,0.035221036830482659,0.18326484407029905,0.00086219483010713271,10.334313534232352
80,8,11.827773909159861,0.077971376966147532,0.36289144442398996,0.002978310337699411,11.46488246473587
90,9,12.617546887510397,0.08070041052409048,0.63472411083612368,0.004945663264658751,11.982822776674272
100,10,12.973135803442279,0.071714432534308356,1.0542693113074713,0.007225621650075874,11.918866492134807
110,11,13.257491504498642,0.062618828452149333,1.6860154269759713,0.010604792315489376,11.571476077522671
120,12,14.616204080712059,0.074130232078187655,2.5928310232971796,0.015504907881394785,12.023373057414879
130,13,16.221809223026256,0.073806107256189052,3.684160551099529,0.020704776340392441,12.537648671926727
140,14,16.803741654219909,0.10429194538042129,4.7398205202194221,0.029237726115480187,12.063921134000488
150,15,16.956404573615281,0.10344168616727101,5.8167570260874948,0.032858595491308824,11.139647547527787
160,16,18.656034059726117,0.11042464888412511,7.3735307358238638,0.041814426620380325,11.282503323902255
170,17,19.847489565016176,0.14618332621015251,8.5705655295745817,0.061516923469948984,11.276924035441594
180,18,19.648105172525124,0.11259527691629699,9.0360324644821421,0.056068929505023908,10.612072708042982
190,19,18.907105233120117,0.13395928994542455,8.9834655603883338,0.071855512175593522,9.9236396727317828
200,20,20.399013789509361,0.15758224332416243,9.8280560324972015,0.085048233029611758,10.57095775701216
210,21,21.388001797578688,0.20230000088906369,10.135152273928169,0.10845156596381522,11.25284952365052
220,22,21.026278157469843,0.1772641752350258,9.5681090272523655,0.089034026882660142,11.458169130217478
230,23,20.750357774433244,0.13789261962677207,8.9267156171867139,0.056396525745195408,11.82364215724653
240,24,21.775982095970825,0.15497759027814412,9.1851211781323023,0.060611176028661402,12.590860917838523
250,25,21.938483631168797,0.19082306297354362,8.9523118144121163,0.07984537870813424,12.986171816756681
260,26,21.330955754079525,0.23322288291911097,8.6544691454732252,0.098657842226904061,12.6764866086063
270,27,21.799354614518627,0.25887052826566287,9.3561016266808306,0.12418201128344213,12.443252987837797
280,28,21.422542449205803,0.25619945195597416,9.8412799297432638,0.12230165532956974,11.581262519462539
290,29,20.797245528887441,0.23534616449595278,10.049273263088738,0.1149804005293539,10.747972265798703
300,30,21.135461677602816,0.19442012832257885,10.843980204925233,0.097145159560197203,10.291481472677583
310,31,21.530123757250927,0.19515987302528948,11.505002867420272,0.10660939961636416,10.025120889830655
320,32,20.705167373425947,0.19022844644487091,11.341973945006126,0.10862163510793416,9.3631934284198213
330,33,19.662886816938197,0.22714065222355964,10.929353203680938,0.13430328872517933,8.7335336132572596
340,34,20.111601743151596,0.2587958119717883,11.379213797250037,0.1577736962569079,8.732387945901559
350,35,20.078332071603107,0.27134958920700886,11.461125865223604,0.16714377283416015,8.6172062063795032
360,36,19.150208734913981,0.26671342630537609,10.928602088647271,0.1592581327701961,8.2216066462667108
370,37,18.707295477796205,0.30345380752771539,10.642897554299799,0.18865312767922268,8.0643979234964061
380,38,18.730081024473964,0.28842317839847254,10.693691724416292,0.17401695421910213,8.0363893000576727
390,39,17.939392504572133,0.34049061832501243,10.23158434064606,0.20045467259407188,7.7078081639260727
400,40,17.175000150152918,0.33649984493865748,9.8363838834722515,0.20083788084902707,7.3386162666806669
